ريحانة الطبMA MCQ Infections::Page1-14	1- The primary preventive strategy for community-acquired pneumonia is.	Antibiotic therapy	Good hand hygiene	Adherence to healthy lifestyle behaviors	Immunization with pneumococcal and influenza vaccines.		D	Immunization with pneumococcal and influenza vaccines.	Vaccination is the single most effective intervention against the major causes of CAP, Streptococcus pneumoniae and Influenza.	Pneumococcal and Influenza vaccines are the primary prevention for CAP.	CAP Prevention				
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, ID Q10: A patient has an infection that is spread through droplets. Which of the following is essential for the nurse to use when taking this client's temperature?	Gloves	Goggles	A gown	A mask	A face shield	D	A mask	For droplet precautions, a mask is essential PPE. Droplets are generated during coughing, sneezing, or talking and travel short distances (usually <6 feet). A mask protects the healthcare worker's nose and mouth from droplet exposure.	**Droplet precautions**: **mask essential** (droplets travel <6 feet from coughing/sneezing).	Droplet Precautions				
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, ID Q11: What should you do if your hands touch the sink while you are washing your hands?	add more soap to your hands	continue to wash your hands	repeat the procedure	apply more friction during procedure	take care and repeat this step only	C	repeat the procedure	If hands touch the sink during handwashing, they are considered contaminated (as sinks are reservoirs for microorganisms), and the entire handwashing procedure must be repeated from the beginning.	**Handwashing**: if hands touch sink (contaminated), **repeat entire procedure**.	Hand Hygiene				
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, ID Q12: Which of the following infections should you use handwashing with soap and water?	Pneumonia	Clostridium difficile	Methicillin-resistant Staphylococcus aureus	Hepatitis A virus	Mycotic infections	B	Clostridium difficile	Clostridium difficile requires handwashing with soap and water (not alcohol-based hand rub) because alcohol does not effectively remove C. difficile spores. Mechanical friction and rinsing are needed to remove spores.	**C. difficile**: requires **soap and water** handwashing (alcohol ineffective against spores).	C. difficile/Hand Hygiene				
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, ID Q13: When caring for a patient with bronchitis, what is the best way the nurse can prevent the spread of infection?	By empirical antibiotics	ET Intubation	Hand Washing	Vaccination	Wearing mask	C	Hand Washing	Hand washing is the best way to prevent the spread of infection when caring for any patient, including those with bronchitis. It's the most effective single intervention to break the chain of infection.	**Preventing infection spread**: **hand washing** is best single intervention.	Infection Control				
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, ID Q14: Antibiotics is given	to treat colonized patients	with the induction of anaesthesia	to be changed after 5 days	until the wound is healed	until there is no painful wound	B	with the induction of anaesthesia	Prophylactic antibiotics for surgical site infection prevention are given with the induction of anesthesia (within 60 minutes before surgical incision) to ensure adequate tissue levels during surgery.	**Surgical antibiotic prophylaxis**: given **with induction of anesthesia** (within 60 min before incision).	Antibiotic Prophylaxis				
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, ID Q15: The chain of infection has five main components. The habitat (animals, human or environment) in which the agent normally lives, grows, and multiplies is known as the	the reservoir of infection	the portal of exit	mode of transmission	portal of entry	the susceptible host	A	the reservoir of infection	The reservoir of infection is the habitat where the infectious agent normally lives, grows, and multiplies. Reservoirs can be humans, animals, or the environment (soil, water).	**Reservoir of infection**: habitat where agent **lives, grows, multiplies** (human, animal, environment).	Chain of Infection				
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, ID Q16: You should always wash your hands even if you were wearing gloves.	True	False				A	True	Hands should always be washed after removing gloves because gloves can have microscopic defects or tears, and hands can become contaminated during glove removal. Hand hygiene is essential even when gloves are worn.	**Always wash hands after gloves**: gloves can have defects, hands contaminated during removal.	Hand Hygiene				
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, ID Q17: It is impossible to break the Chain of Transmission.	True	False				B	False	The chain of transmission CAN be broken through various infection control measures including hand hygiene, isolation precautions, sterilization/disinfection, proper waste disposal, and vaccination. Breaking any link stops transmission.	**Chain of transmission CAN be broken** via hand hygiene, isolation, sterilization, vaccination, etc.	Chain of Infection				
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, ID Q18: What is a pandemic?	An outbreak which may occur in a community or geographical area	It may last for a few days or weeks, or even for several years	affects a wider geographical area, often worldwide with a greater number of people	It occurs when an infectious disease spreads rapidly to many people	It occurs when an infectious disease is present in a certain locality for a long time	C	affects a wider geographical area, often worldwide with a greater number of people	A pandemic affects a wider geographical area, often worldwide, with a greater number of people affected. It's distinguished from an epidemic (localized) and endemic (constantly present in an area).	**Pandemic**: affects **worldwide/wider geographical area** with **large numbers**. vs epidemic (localized) vs endemic (constantly present).	Pandemic				
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, ID Q19: What is the role of the Microbiology Lab in IPC?	Helping in the diagnosis of clotting factors	Helping in planning antibiotic policy	Helping in the diagnosis of liver diseases	Help in the epidemiological tracing of tumour markers	Helping in the diagnosis of genetic diseases	B	Helping in planning antibiotic policy	The microbiology lab plays a crucial role in infection prevention and control by helping plan antibiotic policy through antimicrobial susceptibility testing, surveillance of resistance patterns, and identifying causative organisms.	**Microbiology lab in IPC**: helps plan **antibiotic policy** (susceptibility testing, resistance surveillance).	Microbiology/IPC				
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, ID Q20: The rabies vaccine	Is a live vaccine	Is cell-cultured, freeze-dried and reconstituted prior to administration	Is a polysaccharide vaccine derived from culture on human diploid cells	Can not be given to breast feeding mother		B	Is cell-cultured, freeze-dried and reconstituted prior to administration	The rabies vaccine is an inactivated (killed) vaccine that is cell-cultured, freeze-dried, and must be reconstituted prior to administration. It is grown on human diploid cell culture or purified chick embryo cells.	**Rabies vaccine**: **inactivated**, **cell-cultured**, **freeze-dried**, reconstituted before use. Safe in pregnancy/breastfeeding.	Rabies Vaccine				
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, ID Q21: The rabies virus	Is a flavivirus	Is transmitted by aerosolized secretions	Is a reverse-zoonosis	Causes paralysis in dogs		B	Is transmitted by aerosolized secretions	I think D  Rabies virus causes paralysis in dogs (paralytic/dumb rabies form). Rabies is a rhabdovirus (not flavivirus), transmitted through saliva via bites (not aerosolized), and is a zoonosis (not reverse-zoonosis).	**Rabies**: **rhabdovirus** (not flavivirus), causes **paralysis in dogs**, transmitted via **saliva/bites** (not aerosol). **Zoonosis**.	Rabies				ASK D
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, ID Q22: What does the word 'zoonotic' mean?	from animals	from humans	from a zoo	coming soon		A	from animals	Zoonotic means diseases that are transmitted from animals to humans. These are infections that naturally exist in animal populations and can cross the species barrier to infect humans.	**Zoonotic**: diseases transmitted **from animals to humans**.	Zoonosis				
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, ID Q23: Which common domestic animals carry zoonotic viruses? (Choose all that apply.)	pigs	cats	chickens	dogs	A,B,D	E	A,B,D	I think all of the above are correct.  All listed common domestic animals can carry zoonotic viruses: pigs (influenza, Nipah), cats (rabies, toxoplasmosis), chickens (avian influenza), and dogs (rabies). Multiple animals serve as reservoirs for zoonotic diseases.	**Zoonotic virus carriers**: **pigs, cats, chickens, dogs** all can transmit viruses to humans.	Zoonosis				abcd ASK
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, ID Q24: What category of bioterrorism agents does the CDC characterize as easily transmitted from animal to person, have a high mortality rate, and include Anthrax, plague, and Ebola?	A	B	C	D		A	A	CDC Category A bioterrorism agents are characterized by easy transmission, high mortality rates, potential for major public health impact, and include anthrax, plague, and Ebola. These are the highest priority agents.	**CDC Category A agents**: **easily transmitted**, **high mortality**. Include **anthrax, plague, Ebola**.	Bioterrorism				
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, ID Q25: _________ is an RNA virus commonly carried in deer mice/wild rodents and causes flu-like symptoms in humans.	Yersinia pestis	Psittacosis	Hantavirus	Rat bite fever		C	Hantavirus	Hantavirus is an RNA virus carried by deer mice and wild rodents. It causes Hantavirus Pulmonary Syndrome (HPS) with flu-like symptoms progressing to respiratory distress. Transmitted via inhalation of aerosolized rodent excreta.	**Hantavirus**: **RNA virus** in **deer mice/rodents**, causes **flu-like symptoms** → HPS. Transmitted via **inhalation**.	Hantavirus				
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, ID Q26: What bacteria causes HA, fever, and myalgia and is associated with Rat Bite Fever?	Yersinia pestis	Chlamydophila psittaci	Streptobacillus moniliformis	Bunyaviridae		C	Streptobacillus moniliformis	Streptobacillus moniliformis causes Rat Bite Fever (along with Spirillum minus). It presents with headache, fever, and myalgia following a rat bite. Can also be transmitted through contaminated food/water.	**Rat Bite Fever**: **Streptobacillus moniliformis** causes **HA, fever, myalgia** after rat bite.	Rat Bite Fever				
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, ID Q27: ___________ is one of the most virulent food-borne diseases and is one of the reasons why we pasteurize milk.	Psittacosis	Listeria monocytogenes	Streptobacillus moniliformis	Cryptosporidium parvum		B	Listeria monocytogenes	Listeria monocytogenes is a highly virulent food-borne pathogen that can contaminate unpasteurized milk and dairy products. It's particularly dangerous for pregnant women, neonates, elderly, and immunocompromised. Pasteurization kills Listeria.	**Listeria monocytogenes**: **virulent food-borne** pathogen in **unpasteurized milk**. Dangerous in pregnancy/immunocompromised. **Pasteurization kills** it.	Listeria				
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, ID Q28: Which of the following are the reservoirs of the flea-borne typhus also called murine typhus?	Rats	Dogs	Ticks	Mites		A	Rats	Rats are the reservoir for flea-borne typhus (murine typhus) caused by Rickettsia typhi. It's transmitted to humans through infected flea feces when scratching flea bites.	**Murine typhus**: **rats** are reservoir. Caused by **Rickettsia typhi**, transmitted via **infected flea feces**.	Typhus/Rickettsia				
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, ID Q29: Which of the following is NOT the proper preventive method to control Rickettsial diseases?	Use of insecticides to control possible vectors and reservoirs of the pathogen	Use of tick and insect repellent while traveling to endemic areas	Proper hygiene and cleanliness to eliminate lice and fleas	Use of sulfonamides for the treatment of typhus fever		D	Use of sulfonamides for the treatment of typhus fever	Sulfonamides are NOT effective for rickettsial diseases. Rickettsiae are treated with tetracyclines (doxycycline) or chloramphenicol, not sulfonamides. The other options are valid preventive measures.	**Rickettsial treatment**: **NOT sulfonamides**. Use **tetracyclines (doxycycline)** or chloramphenicol.	Rickettsia				
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, ID Q30: A PCR test is a commonly used molecular diagnostic method for the detection of all medically important Rickettsial diseases, the test is less sensitive during which stage of the disease? Select all that applies	Late stage of the infection	Within 2-3 days of the infection	Between 1-2 weeks of the infection	1 week after the antibiotic therapy	A,D	A,D	Late stage of the infection, 1 week after the antibiotic therapy	PCR for rickettsial diseases is less sensitive in late stage of infection and after antibiotic therapy begins, as bacterial load decreases. PCR is most sensitive early in acute infection before treatment.	**Rickettsial PCR**: less sensitive in **late infection** and **after antibiotic therapy** (decreased bacterial load).	Rickettsia/PCR				
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, ID Q31: Name the specimen most commonly used for the microscopic diagnosis of the rickettsial diseases	Urine	Nose swab	Blood	Throat secretions		C	Blood	Blood is the most commonly used specimen for microscopic diagnosis of rickettsial diseases. Blood smears can show intracellular organisms, and blood is used for serology and PCR.	**Rickettsial diagnosis**: **blood** specimen for microscopy, serology, PCR.	Rickettsia				
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, ID Q32: Identify the definition for the term zoonotic disease:	A disease that can be transmitted from humans to animals	A disease that can be transmitted to zoo animals only	A disease that is transmitted from zoo animals	A disease that can be transmitted from animals to humans		D	A disease that can be transmitted from animals to humans	A zoonotic disease is defined as a disease that can be transmitted from animals to humans. The term comes from 'zoon' (animal) and describes the animal-to-human transmission direction.	**Zoonotic disease**: disease transmitted **from animals to humans**.	Zoonosis				
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, ID Q33: One of the following is a zoonotic disease_____________?	Anthrax	Typhoid	Bacillary dysentery	Cholera		A	Anthrax	Anthrax is a zoonotic disease caused by Bacillus anthracis, transmitted from animals (cattle, sheep, goats) to humans. Typhoid, bacillary dysentery, and cholera are human diseases not primarily zoonotic.	**Anthrax**: **zoonotic** (Bacillus anthracis from cattle/sheep/goats). Typhoid, dysentery, cholera are NOT zoonotic.	Anthrax/Zoonosis				
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, Zoonotic Q1: Which unique form does the rabies virus take?	The virion has a dumbbell appearance	It is shaped like a bullet from a gun	The virus is star-shaped	The virion is very pleomorphic	The virus is icosahedral	B	It is shaped like a bullet from a gun	Rabies virus (a rhabdovirus) has a characteristic bullet-shaped or cylindrical morphology. This distinctive shape is unique among viruses and aids in identification.	**Rabies virus**: **bullet-shaped** (rhabdovirus). Characteristic morphology.	Rabies				
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, Zoonotic Q2: SARS is described as a zoonotic virus - what does this mean?	Such viruses are confined to animals	They do not cause disease in humans	They emerge from animals to cross the species barrier infrequently	They cause pandemics	They transmitted by birds	C	They emerge from animals to cross the species barrier infrequently	Zoonotic viruses like SARS emerge from animal reservoirs and cross the species barrier to infect humans. These spillover events occur infrequently but can lead to human outbreaks when they do occur.	**Zoonotic virus (SARS)**: **emerges from animals**, **crosses species barrier** infrequently to infect humans.	SARS/Zoonosis				
ريحانة الطبMA MCQ Infections::Page 213-227	P213-227, Zoonotic Q3: What is the causal agent of Chikungunya?	Bacteria	Nematode	Virus	Fungus	Prion	C	Virus	Chikungunya is caused by a virus (Chikungunya virus), which is an alphavirus transmitted by Aedes mosquitoes. It causes fever, severe joint pain, and rash.	**Chikungunya**: caused by **virus** (alphavirus), transmitted by **Aedes mosquitoes**. Causes fever, joint pain.	Chikungunya				
ريحانة الطبMA MCQ Infections::Page 196-212	P196, Q1: The following statements are true regarding leptospirosis, except:	It is zoonosis	Man is the dead-end host	Man is an accidental host	Lice act as reservoirs of infection		D	Lice act as reservoirs of infection	Leptospirosis is a zoonosis with rodents (especially rats) as the primary reservoir, not lice. Humans are accidental, dead-end hosts.	Leptospirosis: Zoonosis; Rodents are main reservoir; Humans are accidental, dead-end hosts.	Leptospirosis				
ريحانة الطبMA MCQ Infections::Page 196-212	P196, Q2: The following symptoms and signs are true regarding anicteric leptospirosis except?	Flu Like Symptoms	Nausea And Vomiting	Exudative conjunctivitis	Pharyngitis		C	Exudative conjunctivitis	Anicteric leptospirosis presents with flu-like symptoms, nausea, vomiting, and conjunctival suffusion (not exudative). Pharyngitis is not a typical feature.	Anicteric Leptospirosis: Flu-like illness, conjunctival suffusion, myalgia, nausea/vomiting.	Leptospirosis				
ريحانة الطبMA MCQ Infections::Page 196-212	P196, Q3: How is leptospirosis transmitted?	Exposure of mucous membranes or abraded skin to the contaminated water	By mosquito bites	By contact with the infected person			A	Exposure of mucous membranes or abraded skin to the contaminated water	Leptospirosis is transmitted via contact with water or soil contaminated with urine from infected animals, entering through cuts/abraded skin or mucous membranes.	Leptospirosis Transmission: Contact with contaminated water/soil via skin/mucous membranes.	Leptospirosis				
ريحانة الطبMA MCQ Infections::Page 196-212	P196, Q4: Which are the two types of leptospirosis?	Icteric and Anicteric	Edematous and Non edematous	Haemorrhagic and non-haemorrhagic	Benign and malignant		A	Icteric and Anicteric	Leptospirosis is classified into anicteric (mild, flu-like) and icteric (severe, Weil's disease) forms.	Leptospirosis Types: Anicteric (mild) and Icteric (severe, Weil's disease).	Leptospirosis				
ريحانة الطبMA MCQ Infections::Page 196-212	P196, Q5: Which form of leptospirosis is known as Weil’s disease?	Icteric	Anicteric	Both			A	Icteric	Weil's disease is the severe, icteric form of leptospirosis, characterized by jaundice, renal failure, and hemorrhage.	Weil's Disease: Severe, icteric form of leptospirosis with jaundice, AKI, hemorrhage.	Leptospirosis				
ريحانة الطبMA MCQ Infections::Page 196-212	P197, Q6: Toxoplasmosis is infection with Toxoplasma gondii. The only known hosts of this organism are domestic cats and their relatives. Infection with T. gondii in humans can occur in various ways. Which of the following is the most common mode of infection in humans?	Blood transfusion	Ingestion of oocysts	Ingestion of tissue cysts	Transplacental transmission		B	Ingestion of oocysts			Toxoplasmosis				
ريحانة الطبMA MCQ Infections::Page 196-212	P197, Q7: Infection with T. gondii can manifest in many ways. Which of the following types of toxoplasmosis results from congenital infection that is reactivated in a patient’s late teens or 20s?	Acute	Disseminated	CNS	Ocular		D	Ocular	Congenital toxoplasmosis can reactivate later in life, most commonly causing chorioretinitis (ocular toxoplasmosis).	Congenital Toxoplasmosis: Can reactivate as ocular toxoplasmosis (chorioretinitis) in teens/adulthood.	Toxoplasmosis				
ريحانة الطبMA MCQ Infections::Page 196-212	P197, Q8: What things can you get from a restaurant that will cause you to gain this parasite?	Rotten foods	Uncooked meat	clean water	Unwashed vegetables	B&D	E	B&D	Toxoplasma gondii can be acquired from eating undercooked meat (tissue cysts) or unwashed vegetables contaminated with oocysts from cat feces.	Toxoplasma sources: Undercooked meat, unwashed vegetables/fruits, contact with cat feces.	Toxoplasmosis				
ريحانة الطبMA MCQ Infections::Page 196-212	P197, Q9: Toxoplasmosis is diagnosed using an indirect fluorescent antibody (IFA) test or enzyme immunoassay (EIA) for IgG or IgM antibodies. Which of the following results of serologic testing for T. gondii indicates that a patient has a possible acute infection?	IgG is equivocal; IgM is positive	IgG is positive; IgM is equivocal	IgG is positive; IgM is negative	IgG is positive; IgM is positive		A	IgG is equivocal; IgM is positive		Toxoplasma Serology: Acute infection = Positive IgM (with or without IgG).	Toxoplasmosis				
ريحانة الطبMA MCQ Infections::Page 196-212	P198, Q10: If prenatal diagnosis reveals infection in the fetus, the pregnant patient should receive ?	Sulfadiazine and pyrimethamine	folinic acid	Spiramycin	A&B		D	A&B	If fetal infection is confirmed, treatment with sulfadiazine, pyrimethamine, and folinic acid (to prevent bone marrow toxicity) is used. Spiramycin is used to prevent maternal-fetal transmission if fetal infection is not confirmed.	Congenital Toxoplasmosis Treatment: Sulfadiazine + Pyrimethamine + Folinic acid.	Toxoplasmosis				
ريحانة الطبMA MCQ Infections::Page 196-212	P198, Q11: The following are correct for food poisoning except for	a person gets sick after consuming a particular pathogenic microorganism	B- Food poisoning must be suspected when an acute illness with gastrointestinal or neurological manifestation affect two or more persons, have shared a meal during the previous 72 hours	C- Intoxication involves food poisoning in which the organism grows in food and releases a heat stable toxin from the cells on pre-formed food as salmonella spp	D- Salmonella cause a gastro-flu-like’ infection which in most cases lasts about 2 to 5 days.		C	C- Intoxication involves food poisoning in which the organism grows in food and releases a heat stable toxin from the cells on pre-formed food as salmonella spp	Salmonella causes an infection (not intoxication). Intoxication is caused by preformed toxins (e.g., Staphylococcus aureus, Bacillus cereus).	Food Poisoning: Intoxication = Preformed toxin (e.g., S. aureus). Infection = Ingested organism (e.g., Salmonella).	Food Poisoning				
ريحانة الطبMA MCQ Infections::Page 196-212	P198, Q12: As regard food poisoning the following organisms can cause food poisoning except:	Staphylococcal aurus	Hepatitis B virus.	Clostridium botulinum	Salmonella spp	Hepatitis A virus	B	Hepatitis B virus.	Hepatitis B is not transmitted via the fecal-oral route and does not cause typical food poisoning. Hepatitis A can cause foodborne illness.	Foodborne Illness: Hepatitis A = Yes; Hepatitis B = No.	Food Poisoning				
ريحانة الطبMA MCQ Infections::Page 196-212	P198, Q13: Types of human botulism are all of the following except	Infant botulism	Unclassified	Air- born botulism	Wound botulism	Food-borne botulism	C	Air- born botulism	The main types of human botulism are foodborne, infant, wound, and adult intestinal toxemia (rare). Airborne is not a recognized type.	Botulism Types: Foodborne, Infant, Wound, Adult Intestinal Toxemia.	Botulism				
ريحانة الطبMA MCQ Infections::Page 196-212	P199, Q14: As regard staphylococcal food poisoning	Gram negative cocci	Incubation period 72 hours	produce heat labial toxin	Manifestation simulates gastroenteritis	the food handler carries the organism in their GUT	D	Manifestation simulates gastroenteritis	Staphylococcal food poisoning is caused by a heat-stable enterotoxin, not a heat-labile one. Incubation is short (1-6 hours).	Staphylococcal Food Poisoning: Heat-STABLE enterotoxin; Short incubation (1-6 hrs); From food handlers (nose/skin).	Food Poisoning				
ريحانة الطبMA MCQ Infections::Page 196-212	P199, Q15: As regard campylobacter food poisoning, the following are correct except:	the most common causes of foodborne illness.	It is present in the gut of a wide range of animals, especially birds.	Outbreaks have been linked to the consumption of undercooked poultry, mince and sausages.	unpasteurized milk does not cause campylobacter food poisoning	Pets may also be a source of infection.	D	unpasteurized milk does not cause campylobacter food poisoning	Unpasteurized milk is a known source of Campylobacter infection.	Campylobacter: Sources = Undercooked poultry, unpasteurized milk, contaminated water.	Food Poisoning				
ريحانة الطبMA MCQ Infections::Page 196-212	P199, Q16: As regard Neurological signs and symptoms of botulism all the following are correct except:	symmetrical	Ascending	flaccid paralysis	motor and autonomic nerves,	usually beginning with cranial nerves	B	Ascending	Botulism causes a DESCENDING flaccid paralysis, starting with cranial nerves.	Botulism: Descending flaccid paralysis, starting with cranial nerves.	Botulism				
ريحانة الطبMA MCQ Infections::Page 196-212	P199, Q17: As regard salmonella food poisoning all of the following are correct except :	Incubation period from 1 to 6 hour.	Gram –ve bacilli.	Treatment correction of dehydration and antibiotics.	Salmonella is associated mainly with raw meats, poultry products. and dairy	Causing symptoms and signs of gastroenteritis.	A	Incubation period from 1 to 6 hour.	Salmonella gastroenteritis has an incubation period of 6-72 hours (typically 12-36 hours), not 1-6 hours.	Salmonella: Incubation 6-72 hrs; Supportive care; Antibiotics not routinely indicated.	Food Poisoning				
ريحانة الطبMA MCQ Infections::Page 196-212	P200, Q18: Which of these is a common cause of diarrhea?	Contaminated food or water	Viral infection	Imbalance of good and bad bacteria in the gut	All the above		D	All the above	Diarrhea can be caused by infections (viral, bacterial, parasitic), contaminated food/water, and disruptions in gut flora.	Diarrhea Causes: Infections, contaminated food/water, antibiotics (dysbiosis).	Diarrhea				
ريحانة الطبMA MCQ Infections::Page 196-212	P200, Q19: All of the following organisms can cause Dysentery except:	Entamoeba histolytica	Rota virus	Shigella spp.,	Nontyphoid Salmonella,		B	Rota virus	Rotavirus typically causes watery diarrhea, not dysentery (which involves blood/mucus in stool).	Dysentery: Bloody diarrhea; Causes = Shigella, E. histolytica, Campylobacter, Salmonella.	Diarrhea				
ريحانة الطبMA MCQ Infections::Page 196-212	P200, Q20: Traveler’s diarrhea can be caused by several pathogens, the most common of which is:	Salmonella,	Shigella,	Enterotoxigenic E. coli.	Campylobacter,		C	Enterotoxigenic E. coli.	Enterotoxigenic Escherichia coli (ETEC) is the most common cause of traveler's diarrhea.	Traveler's Diarrhea: Most common cause = ETEC.	Diarrhea				
ريحانة الطبMA MCQ Infections::Page 196-212	P200, Q21: In a hospitalized patient who develop diarrhea after receiving Clindamycin, what is most causative pathogen causing diarrhea in such case:	Clostridium difficile	Entamoeba histolytica	Rota virus	Enterotoxigenic E. coli.		A	Clostridium difficile	Clindamycin and other antibiotics are major risk factors for Clostridium difficile infection (CDI).	Antibiotic-Associated Diarrhea: Most concerning cause = Clostridium difficile.	Diarrhea				
ريحانة الطبMA MCQ Infections::Page 196-212	P200, Q22: Therapy in Acute diarrhea should be directed at:	Using antidiarrheal agent to stop diarrhea	Preventing dehydration and restoring fluid losses	Using antimicrobial to kill the pathogen	High sugar containing fluids		B	Preventing dehydration and restoring fluid losses	The mainstay of acute diarrhea management is oral rehydration therapy (ORT) to prevent/treat dehydration.	Acute Diarrhea Management: Oral Rehydration Therapy (ORT) is key.	Diarrhea				
ريحانة الطبMA MCQ Infections::Page 196-212	P201, Q23: Within the body, TB organisms	Are engulfed and killed by macrophages.	Reside indefinitely in an active stage in the body.	Are walled off by macrophages in encapsulated granulomas called tubercles.	Replicate and gain access to lymphatic channels through the blood stream.		C	Are walled off by macrophages in encapsulated granulomas called tubercles.	Mycobacterium tuberculosis is contained within granulomas (tubercles) formed by macrophages and other immune cells.	TB Pathogenesis: Contained within granulomas (tubercles).	Tuberculosis				
ريحانة الطبMA MCQ Infections::Page 196-212	P201, Q24: During the asymptomatic phase, the only evidence of infection with TB may be	Dry cough and fever.	Chest pain and dyspnea.	Cervical node enlargement.	Skin-test reactivity to tuberculin.		D	Skin-test reactivity to tuberculin.	Latent TB infection (LTBI) is asymptomatic and diagnosed by a positive tuberculin skin test (TST) or IGRA.	Latent TB: Asymptomatic; Positive TST or IGRA.	Tuberculosis				
ريحانة الطبMA MCQ Infections::Page 196-212	P201, Q25: A negative reaction to a tuberculin skin test	is <5 mm in diameter.	is often a misread conversion.	indicates a strong immune system.	rules out TB as the source of infection.		A	is <5 mm in diameter.	A negative TST is defined as an induration <5 mm in diameter (for most individuals).	TST Negative: Induration <5 mm.	Tuberculosis				
ريحانة الطبMA MCQ Infections::Page 196-212	P201, Q26: The most common site for extrapulmonary TB is the	Liver	skin.	kidney.	adrenal gland.		c	kidney	Lymph nodes (especially cervical) are the most common site of extrapulmonary TB. The skin is a site but not the most common.	Extrapulmonary TB: Most common site = Lymph nodes.	Tuberculosis				ASK
ريحانة الطبMA MCQ Infections::Page 196-212	P201, Q27: Military tuberculosis refers to an infection affecting the	skin.	testes.	GI tract.	entire body.		D	entire body.	Miliary TB is a widespread dissemination of TB bacteria via the bloodstream, affecting multiple organs.	Miliary TB: Widespread hematogenous dissemination.	Tuberculosis				
ريحانة الطبMA MCQ Infections::Page 196-212	P201, Q28: Two first-line drugs used in the treatment of drug-susceptible TB include	Isoniazid and rifampin.	Rifabutin and streptomycin.	Rifapentine and capreomycin.	Ethionamide and ethambutol.		A	Isoniazid and rifampin.	Isoniazid (INH) and Rifampin (RIF) are two core first-line drugs for TB treatment.	First-line TB drugs: Isoniazid, Rifampin, Pyrazinamide, Ethambutol.	Tuberculosis				
ريحانة الطبMA MCQ Infections::Page 196-212	P202, Q29: Symptoms of a heat-related illness include all of the following EXCEPT:	dizziness and disorientation.	thirst and light sweating.	no sweating, but dry, hot skin.	cramps.		B	thirst and light sweating.	Thirst and light sweating are normal early responses to heat; they are not specific symptoms of established heat illness.	Heat Illness: Altered mental status, hot/dry skin (in heat stroke), cramps, nausea.	Heat Illness				ASK
ريحانة الطبMA MCQ Infections::Page 196-212	P202, Q30: The most important factors affecting evaporation when exercising are:	heat and humidity.	duration.	time of day.	intensity.		A	heat and humidity.	High humidity impairs evaporative cooling, which is the body's primary mechanism for heat loss during exercise.	Heat Loss: Evaporation is impaired by high humidity.	Heat Illness				
ريحانة الطبMA MCQ Infections::Page 196-212	P202, Q31: Which of the following environments would allow for the best convective cooling?	running outside with a cool, light wind blowing	running in the winter wearing a sweat suit, cap, and gloves	running on a track in an enclosed gym	running outside in 80-degree F weather and 80-percent humidity		A	running outside with a cool, light wind blowing	Convective cooling is enhanced by air movement (wind) over the skin.	Convective Cooling: Enhanced by air movement/wind.	Heat Illness				
ريحانة الطبMA MCQ Infections::Page 196-212	P203, Q32: Which of the following groups is the MOST susceptible to heat illness?	the highly fit	the elderly	high school students	those jogging by themselves		B	the elderly	The elderly have diminished thermoregulatory capacity and are among the most susceptible to heat illness.	Heat Illness Susceptibility: Elderly, infants, chronic illness, athletes.	Heat Illness				
ريحانة الطبMA MCQ Infections::Page 196-212	P203, Q33: The result of evaporation is:	no change in temperature.	warming.	cooling.	either cooling or warming, depending on the humidity.		D	either cooling or warming, depending on the humidity.	AI sloved it C (Cooling).  Option (c) cooling is always correct — it reflects the nature of the process.    Option (d) is incorrect, because even at 100% humidity, evaporation simply stops (no change in temperature), but it never reverses into warming.		Heat Illness			D	ASK
ريحانة الطبMA MCQ Infections::Page 196-212	P203, Q34: The best way to determine if environmental conditions are imposing a heat load on your body is to:	take your temperature.	weigh yourself before and after exercise to measure water weight loss.	monitor your heart rate.	measure your blood pressure.		C	monitor your heart rate.			Heat Illness				ASK
